NIH Spending Categorization,Project Terms,Project Title,Public Health Relevance,Administering  IC,Application ID,Award Notice Date,FOA,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Program Official Information ,Project Start Date,Project End Date,Study Section,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Congressional District,Department,DUNS Number,FIPS,Latitude,Longitude,Organization ID (IPF),Organization Name,Organization City,Organization State,Organization Type,Organization Zip,Organization Country,ARRA Indicator,Budget Start Date,Budget End Date,CFDA Code,Funding Mechanism,FY,Funding IC,FY Direct Costs,FY Indirect Costs,FY Total Cost by IC,FY Total Cost (Sub Projects),
No NIH Category available.,"bioimaging /biomedical imaging;biomedical equipment development;brain imaging /visualization /scanning;computer program /software;computer simulation;computer system design /evaluation;gamma radiation;image processing;phantom model;photomultiplier;scintillation cameras;","IMAGING OF THE BRAIN USING SMALL GAMMA CAMERAS",n/a,"NINDS","2892160","17-JUN-2000","",5R29NS035765-05,5,R29,NS,035765,05,,Unavailable,"1-MAY-1996","31-MAR-2002","Special Emphasis Panel (ZRG7-DMG (01)S)",,"1897865","AARSVOLD, JOHN N",Not Applicable,"05","RADIATION-DIAGNOSTIC/ONCOLOGY","066469933","US","33.762977","-84.42296","2384501","EMORY UNIVERSITY","ATLANTA","GA","SCHOOLS OF MEDICINE","30322-4250","UNITED STATES", ,"1-APR-2000","31-MAR-2001","854",Research Projects,2000,NINDS,,,83654,
No NIH Category available.,"6 hydroxydopamine;antiparkinson drugs;brain disorder chemotherapy;corpus striatum;dihydroxyphenylalanine;dopamine;dopamine antagonists;dopamine receptor;drug adverse effect;drug tolerance;environmental stressor;experimental brain lesion;high performance liquid chromatography;laboratory rat;longitudinal animal study;microdialysis;nervous system disorder diagnosis;neurochemistry;neurons;neuropharmacology;neurotransmitter biosynthesis;nonhuman therapy evaluation;Parkinson's disease;pharmacokinetics;substantia nigra;video recording system;","NEUROCHEMISTRY OF THERAPEUTICS IN PARKINSON'S DISEASE",n/a,"NINDS","6323407","","",3P01NS019608-17S1,3,P01,NS,019608,17,S1,Unavailable,"1-MAY-2000","30-APR-2001","",0006,"1907641","ABERCROMBIE, ELIZABETH D.",Not Applicable,"14","Unavailable","004514360","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","Domestic Higher Education","15213-2303","UNITED STATES", ,"1-OCT-1998","30-SEP-1999","",Research Projects,2000,,,,,207281
No NIH Category available.,"6 hydroxydopamine;antiparkinson drugs;brain disorder chemotherapy;corpus striatum;dihydroxyphenylalanine;dopamine;dopamine antagonists;dopamine receptor;drug adverse effect;drug tolerance;environmental stressor;experimental brain lesion;high performance liquid chromatography;laboratory rat;longitudinal animal study;microdialysis;nervous system disorder diagnosis;neurochemistry;neurons;neuropharmacology;neurotransmitter biosynthesis;nonhuman therapy evaluation;Parkinson's disease;pharmacokinetics;substantia nigra;video recording system;","NEUROCHEMISTRY OF THERAPEUTICS IN PARKINSON'S DISEASE",n/a,"NINDS","6302742","","",5P01NS019608-17,5,P01,NS,019608,17,,Unavailable,"1-MAY-2000","30-APR-2001","",0006,"1907641","ABERCROMBIE, ELIZABETH D.",Not Applicable,"14","Unavailable","004514360","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","Domestic Higher Education","15213-2303","UNITED STATES", ,"1-OCT-1998","30-SEP-1999","",Research Projects,2000,,,,,121821
No NIH Category available.,"biophysics;cell cell interaction;cell line;confocal scanning microscopy;electrophysiology;gap junctions;gene mutation;green fluorescent proteins;hereditary motor and sensory neuropathy;ion transport;membrane channels;membrane permeability;nonelectrolyte transport;protein structure function;Schwann cells;voltage /patch clamp;voltage gated channel;Xenopus;Xenopus oocyte;","CELLULAR AND BIOPHYSICAL MECHANISMS OF CMTX",n/a,"NINDS","6186682","25-SEP-2000","PA-95-053",5K08NS002149-02,5,K08,NS,002149,02,,Unavailable,"30-SEP-1999","31-AUG-2002","Neurological Sciences Training Initial Review Group (NST) ",,"1904967","ABRAMS, CHARLES K",Not Applicable,"15","NEUROSCIENCES","110521739","US","40.851026","-73.844361","9433501","YESHIVA UNIVERSITY","BRONX","NY","SCHOOLS OF MEDICINE","10461-1900","UNITED STATES", ,"1-SEP-2000","31-AUG-2001","854",Other Research-Related,2000,NINDS,,,115290,
No NIH Category available.,"biophysics;cell cell interaction;cell line;confocal scanning microscopy;electrophysiology;gap junctions;gene mutation;green fluorescent proteins;hereditary motor and sensory neuropathy;ion transport;membrane channels;membrane permeability;nonelectrolyte transport;protein structure function;Schwann cells;voltage /patch clamp;voltage gated channel;Xenopus;Xenopus oocyte;","CELLULAR AND BIOPHYSICAL MECHANISMS OF CMTX",n/a,"NINDS","6355409","25-SEP-2000","PA-95-053",3K08NS002149-01S1,3,K08,NS,002149,01,S1,Unavailable,"30-SEP-1999","31-AUG-2002","Neurological Sciences Training Initial Review Group (NST) ",,"1904967","ABRAMS, CHARLES K",Not Applicable,"15","NEUROSCIENCES","110521739","US","40.851026","-73.844361","9433501","YESHIVA UNIVERSITY","BRONX","NY","SCHOOLS OF MEDICINE","10461-1900","UNITED STATES", ,"30-SEP-1999","31-AUG-2000","854",Other Research-Related,2000,NINDS,,,13932,
No NIH Category available.,"animal genetic material tag;cell migration;cerebellar cortex;developmental genetics;developmental neurobiology;embryo /fetus tissue /cell culture;genetically modified animals;granule cell;laboratory mouse;mammalian embryology;neurogenesis;neurons;organ culture;","NEURONAL MIGRATION AND CEREBELLAR FOLIATION",n/a,"NINDS","6348513","20-SEP-2000","",3R01NS035900-04S1,3,R01,NS,035900,04,S1,"FINKELSTEIN, ROBERT","1-FEB-1997","31-JAN-2001","Neurology C Study Section (NEUC) ",,"1922023","ACKERMAN, SUSAN L",Not Applicable,"02","Unavailable","042140483","US","44.385065","-68.267533","7096501","JACKSON LABORATORY","BAR HARBOR","ME","Research Institutes","04609-1500","UNITED STATES", ,"1-FEB-2000","31-JAN-2001","854",Research Projects,2000,NINDS,,,50000,
No NIH Category available.,"animal genetic material tag;cell migration;cerebellar cortex;developmental genetics;developmental neurobiology;embryo /fetus tissue /cell culture;genetically modified animals;granule cell;laboratory mouse;mammalian embryology;neurogenesis;neurons;organ culture;","NEURONAL MIGRATION AND CEREBELLAR FOLIATION",n/a,"NINDS","6151573","7-FEB-2000","",5R01NS035900-04,5,R01,NS,035900,04,,"FINKELSTEIN, ROBERT","1-FEB-1997","31-JAN-2001","Neurology C Study Section (NEUC) ",,"1922023","ACKERMAN, SUSAN L",Not Applicable,"02","Unavailable","042140483","US","44.385065","-68.267533","7096501","JACKSON LABORATORY","BAR HARBOR","ME","Research Institutes","04609-1500","UNITED STATES", ,"1-FEB-2000","31-JAN-2001","854",Research Projects,2000,NINDS,,,178487,
No NIH Category available.,"amyotrophic lateral sclerosis;assistive device /technology;biomedical equipment development;clinical research;computer human interaction;computer system design /evaluation;electromyography;human subject;human therapy evaluation;medical rehabilitation related tag;rehabilitation;spinal cord injury;","STUDIES OF MUSCLE MORSE 'N MOUSE COMPUTER ACCESS DEVICE",n/a,"NINDS","6211227","25-SEP-2000","",1R43NS040640-01,1,R43,NS,040640,01,,Unavailable,"26-SEP-2000","25-MAR-2001","Special Emphasis Panel (ZRG1-SSS-9 (26)B)",,"7737864","ADAMS, KIMBERLY D",Not Applicable,"04","Unavailable","129130964","US","33.901581","-84.274388","2367801","NEURAL SIGNALS, INC.","ATLANTA","GA","Domestic For-Profits","30096","UNITED STATES", ,"26-SEP-2000","25-MAR-2001","853",SBIR-STTR,2000,NINDS,,,100144,
No NIH Category available.,"action potentials;animal genetic material tag;Animalia;cell cell interaction;cell differentiation;gene induction /repression;genetic promoter element;mixed tissue /cell culture;molecular cloning;muscle contraction;myotonic dystrophy;myotubes;neurons;potassium channel;protein kinase;reporter genes;striated muscles;transcription factor;","SK CHANNELS IN HYPEREXCITABLE SKELETAL MUSCLE",n/a,"NINDS","6321347","19-JUN-2000","",3R01NS036800-03S1,3,R01,NS,036800,03,S1,Unavailable,"1-APR-1998","31-MAR-2002","Neurological Sciences Subcommittee 2 (NLS-2) ",,"1860132","ADELMAN, JOHN P",Not Applicable,"03","NEUROSCIENCES","096997515","US","45.499316","-122.688464","6297007","OREGON HEALTH AND SCI UNIVERSITY","PORTLAND","OR","SCHOOLS OF MEDICINE","97239-3098","UNITED STATES", ,"1-APR-2000","31-MAR-2001","854",Research Projects,2000,NINDS,,,50000,
No NIH Category available.,"action potentials;animal genetic material tag;Animalia;cell cell interaction;cell differentiation;gene induction /repression;genetic promoter element;mixed tissue /cell culture;molecular cloning;muscle contraction;myotonic dystrophy;myotubes;neurons;potassium channel;protein kinase;reporter genes;striated muscles;transcription factor;","SK CHANNELS IN HYPEREXCITABLE SKELETAL MUSCLE",n/a,"NINDS","6187960","31-MAR-2000","",5R01NS036800-03,5,R01,NS,036800,03,,Unavailable,"1-APR-1998","31-MAR-2002","Neurological Sciences Subcommittee 2 (NLS-2) ",,"1860132","ADELMAN, JOHN P",Not Applicable,"03","NEUROSCIENCES","096997515","US","45.499316","-122.688464","6297007","OREGON HEALTH AND SCI UNIVERSITY","PORTLAND","OR","SCHOOLS OF MEDICINE","97239-3098","UNITED STATES", ,"1-APR-2000","31-MAR-2001","854",Research Projects,2000,NINDS,,,251034,
