NIH Spending Categorization,Project Terms,Project Title,Public Health Relevance,Administering  IC,Application ID,Award Notice Date,FOA,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Program Official Information ,Project Start Date,Project End Date,Study Section,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Congressional District,Department,DUNS Number,FIPS,Latitude,Longitude,Organization ID (IPF),Organization Name,Organization City,Organization State,Organization Type,Organization Zip,Organization Country,ARRA Indicator,Budget Start Date,Budget End Date,CFDA Code,Funding Mechanism,FY,Funding IC,FY Direct Costs,FY Indirect Costs,FY Total Cost by IC,FY Total Cost (Sub Projects),
No NIH Category available.,"","ACTIVITY-DEPENDENT DEVELOPMENT OF NMDA RECEPTOR FUNCTION",n/a,"NINDS","2261377","23-SEP-1993","",1F32NS009569-01,1,F32,NS,009569,01,,Unavailable,"1-APR-1994","","Special Emphasis Panel (BNS-1)",,"1911429","AAMODT, SANDRA M",Not Applicable,"03","BIOLOGY","043207562","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF ARTS AND SCIENCES","06520-8327","UNITED STATES", ,"1-FEB-1994","31-JAN-1995","",Training; Individual,1993,NINDS,,,21600,
No NIH Category available.,"clone cells;gene expression;growth factor receptors;laboratory rat;neurobiology;neurotrophic factors;oncogenes;PC12 cells;peptide hormone metabolism;protooncogene;receptor coupling;transposon /insertion element;","ROLE OF ONCOGENES IN NERVE GROWTH FACTOR'S ACTION",n/a,"NINDS","2259227","6-NOV-1992","",5K08NS001315-05,5,K08,NS,001315,05,,Unavailable,"1-AUG-1988","30-NOV-1994","Neurological Disorders Program Project Review B Committee (NSPB) ",,"1919464","AARONS, RALPH D",Not Applicable,"14","BIOLOGY","009214214","US","37.429038","-122.178178","8046501","STANFORD UNIVERSITY","STANFORD","CA","SCHOOLS OF MEDICINE","94304-1222","UNITED STATES", ,"1-DEC-1992","30-NOV-1994","",,1993,NINDS,,,79933,
No NIH Category available.,"animal tissue;bacteria;chimeric proteins;covalent bond;enzyme structure;enzymes;flavin adenine dinucleotide;flavin mononucleotide;flavins;gene expression;genetic promoter element;genetic regulatory element;high performance liquid chromatography;laboratory rat;liposomes;liver;mitochondrial membrane;molecular cloning;monoclonal antibody;nucleic acid sequence;polymerase chain reaction;posttranslational modifications;protein biosynthesis;protein purification;protein sequence;protein structure function;restriction mapping;riboflavin;site directed mutagenesis;synthetic protein;tissue /cell culture;western blottings;","BIOCHEMICAL AND MOLECULAR PROPERTIES OF MAO A AND B",n/a,"NINDS","3409968","24-NOV-1992","",5R01NS024932-07,5,R01,NS,024932,07,,Unavailable,"1-DEC-1986","30-NOV-1994","Neurological Sciences Subcommittee 1 (NLS-1) ",,"1959418","ABELL, CREED W",Not Applicable,"21","Unavailable","170230239","US","30.308138","-97.764903","578403","UNIVERSITY OF TEXAS AUSTIN","AUSTIN","TX","SCHOOLS OF PHARMACY","78759-5316","UNITED STATES", ,"1-DEC-1992","30-NOV-1993","",,1993,NINDS,,,242061,
No NIH Category available.,"Annelida;axon;axoplasm;biological signal transduction;calcium binding protein;calcium channel;calcium metabolism;cell cell interaction;cell differentiation;clathrate;diffusion;electrodes;endoplasmic reticulum;hormone regulation /control mechanism;hydrogen channel;inositol;ion transport;microelectrodes;mitochondria;photolysis;","INTRACELLULAR H+ AND CA++ IN MYXICOLA AXON",n/a,"NINDS","3399173","9-JUL-1993","",2R01NS019194-12,2,R01,NS,019194,12,,Unavailable,"1-MAY-1982","31-AUG-1997","Physiology Study Section (PHY) ",,"1861553","ABERCROMBIE, RONALD F",Not Applicable,"04","Unavailable","066469933","US","33.762977","-84.42296","2384501","EMORY UNIVERSITY","ATLANTA","GA","SCHOOLS OF MEDICINE","30322-4250","UNITED STATES", ,"1-SEP-1993","31-AUG-1994","",,1993,NINDS,,,174633,
No NIH Category available.,"","BRAIN RESUSCITATION CLINICAL TRIAL III",n/a,"NINDS","2262781","13-JAN-1993","",5R01NS015295-14,5,R01,NS,015295,14,,Unavailable,"1-JUN-1979","31-DEC-1995","Special Emphasis Panel (SRC (07))",,"1959495","ABRAMSON, NORMAN S",Not Applicable,"14","MISCELLANEOUS","004514360","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","SCHOOLS OF MEDICINE","15213-2303","UNITED STATES", ,"1-DEC-1992","31-DEC-1995","",Research Projects,1993,NINDS,,,885354,
No NIH Category available.,"","BRAIN RESUSCITATION CLINICAL TRIAL III",n/a,"NINDS","3396100","21-APR-1993","",3R01NS015295-13S1,3,R01,NS,015295,13,S1,Unavailable,"1-JUN-1979","30-NOV-1993","Special Emphasis Panel (SRC (07))",,"1959495","ABRAMSON, NORMAN S",Not Applicable,"14","Unavailable","004514360","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","SCHOOLS OF MEDICINE","15213-2303","UNITED STATES", ,"15-JAN-1992","30-NOV-1992","",,1993,NINDS,,,75000,
No NIH Category available.,"acetylcholinesterase;active sites;affinity labeling;alternatives to animals in research;animal poison;Baculoviridae;clone cells;conformation;crosslink;fish electric organ;high performance liquid chromatography;neuropharmacology;neurotoxins;nicotinic receptors;protein structure function;radiotracer;site directed mutagenesis;Torpedo;transfection;","STRUCTURE AND PHARMACOLOGY OF CHOLINERGIC PROTEINS",n/a,"NINDS","3478402","31-MAR-1993","",5R29NS029951-02,5,R29,NS,029951,02,,Unavailable,"1-APR-1992","31-MAR-1997","Neurological Sciences Subcommittee 1 (NLS-1) ",,"1922294","ABRAMSON, STEWART N",Not Applicable,"14","Unavailable","004514360","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","SCHOOLS OF MEDICINE","15213-2303","UNITED STATES", ,"1-APR-1993","31-MAR-1994","",,1993,NINDS,,,42530,
No NIH Category available.,"African American;alleles;case history;caucasian American;central nervous system disorders;chromosome walking;genetic library;genetic markers;genome;genotype;histocompatibility gene;human genetic material tag;human population genetics;human subject;immunofluorescence technique;linkage mapping;major histocompatibility complex;molecular cloning;narcolepsy;nervous system disorder epidemiology;nucleic acid probes;nucleic acid sequence;restriction fragment length polymorphism;sign /symptom;sleep disorders;statistics /biometry;western blottings;","GENETIC EPIDEMIOLOGY OF NARCOLEPSY",n/a,"NINDS","3412837","27-JUL-1993","",5R01NS026795-04,5,R01,NS,026795,04,,Unavailable,"1-SEP-1990","31-JUL-1995","Epidemiology and Disease Control Subcommittee 2 (EDC-2) ",,"1898670","ACTON, RONALD T.",Not Applicable,"07","Unavailable","063690705","US","33.506935","-86.809252","1288803","UNIVERSITY OF ALABAMA AT BIRMINGHAM","BIRMINGHAM","AL","SCHOOLS OF DENTISTRY","35294-0001","UNITED STATES", ,"1-AUG-1993","31-JUL-1994","",,1993,NINDS,,,489233,
No NIH Category available.,"acute disease /disorder;anticoagulants;cardiovascular agents;cerebral hemorrhage;cerebral ischemia /hypoxia;cerebrovascular disorder diagnosis;cerebrovascular occlusions;clinical trials;computed axial tomography;cooperative study;embolism;human mortality;human subject;human therapy evaluation;longitudinal human study;medical complication;patient monitoring device;placebos;prognosis;relapse /recurrence;statistics /biometry;stroke;","RANDOMIZED TRIAL OF ORG-10172 IN ACUTE ISCHEMIC STROKE",n/a,"NINDS","3414266","5-APR-1993","",5R01NS027863-04,5,R01,NS,027863,04,,Unavailable,"1-JAN-1990","31-DEC-1994","Special Emphasis Panel (NEUA (S1))",,"1959376","ADAMS, HAROLD P.",Not Applicable,"02","Unavailable","062761671","US","41.662689","-91.547715","3972901","UNIVERSITY OF IOWA","IOWA CITY","IA","SCHOOLS OF MEDICINE","52242-1320","UNITED STATES", ,"5-APR-1993","31-DEC-1993","",,1993,NINDS,,,1776305,
No NIH Category available.,"acetylcholine;acid aminoacid ligase;brain;disease /disorder model;dopamine;electron microscopy;epinephrine;gas chromatography mass spectrometry;glutathione;glutathione peroxidase;glutathione reductase;high performance liquid chromatography;laboratory mouse;light microscopy;NAD(H) phosphate;nervous system disorder;norepinephrine;oxidative stress;peroxides;serotonin;","NEW MODEL FOR BRAIN OXIDATIVE STRESS",n/a,"NINDS","3416268","12-FEB-1993","",5R01NS029442-02,5,R01,NS,029442,02,,Unavailable,"1-MAR-1992","28-FEB-1995","Neurological Sciences Subcommittee 1 (NLS-1) ",,"1859632","ADAMS, JAMES DAVID",Not Applicable,"33","Unavailable","072933393","US","34.065915","-118.196446","7636101","UNIVERSITY OF SOUTHERN CALIFORNIA","LOS ANGELES","CA","SCHOOLS OF PHARMACY","90089-0701","UNITED STATES", ,"1-MAR-1993","28-FEB-1994","",,1993,NINDS,,,98755,
