NIH Spending Categorization,Project Terms,Project Title,Public Health Relevance,Administering  IC,Application ID,Award Notice Date,FOA,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Program Official Information ,Project Start Date,Project End Date,Study Section,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Congressional District,Department,DUNS Number,FIPS,Latitude,Longitude,Organization ID (IPF),Organization Name,Organization City,Organization State,Organization Type,Organization Zip,Organization Country,ARRA Indicator,Budget Start Date,Budget End Date,CFDA Code,Funding Mechanism,FY,Funding IC,FY Direct Costs,FY Indirect Costs,FY Total Cost by IC,FY Total Cost (Sub Projects),
No NIH Category available.,"AIDS dementia complex;amine oxidoreductase;blood brain barrier;cell adhesion molecules;central nervous system disorders;confocal scanning microscopy;cytokine;enzyme activity;gene expression;HIV infections;human tissue;immunocytochemistry;macrophage;microtubule associated protein;neurofilament;neurologic manifestations;nitric oxide synthase;polymerase chain reaction;postmortem;tau proteins;vascular endothelium;western blottings;","AIDS-RELATED CHANGES IN THE BLOOD-BRAIN BARRIER",n/a,"NINDS","5215288","","",5P01NS026643-09,5,P01,NS,026643,09,,Unavailable,"","","",0010,"6727358","AACH, JOHN W",Not Applicable,n/a,"Unavailable","","","","","","","","","Unavailable","","", ,"","","",,1996,,,,,
No NIH Category available.,"","IMAGING OF THE BRAIN USING SMALL GAMMA CAMERAS",n/a,"NINDS","2274979","2-APR-1996","",1R29NS035765-01,1,R29,NS,035765,01,,Unavailable,"1-MAY-1996","31-MAR-2001","Special Emphasis Panel (ZRG7-DMG (01)S)",,"1897865","AARSVOLD, JOHN N",Not Applicable,"15","BIOSTATISTICS & OTHER MATH SCI","073133571","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","SCHOOLS OF ARTS AND SCIENCES","48109-1276","UNITED STATES", ,"1-MAY-1996","31-MAR-1997","",Research Projects,1996,NINDS,,,120418,
No NIH Category available.,"","CEREBELLAR FUNCTION",n/a,"NINDS","2259749","14-DEC-1995","",5K08NS001681-03,5,K08,NS,001681,03,,Unavailable,"1-JAN-1994","30-NOV-1998","Special Emphasis Panel (NST (08))",,"1862737","ABBOTT, LOUISE C",Not Applicable,"17","VETERINARY SCIENCES","078592789","US","30.561517","-96.274978","8266901","TEXAS A&M UNIVERSITY SYSTEM","COLLEGE STATION","TX","SCHOOLS OF VETERINARY MEDICINE","77845-4375","UNITED STATES", ,"15-DEC-1995","30-NOV-1996","",Other Research-Related,1996,NINDS,,,88415,
No NIH Category available.,"Annelida;axon;axoplasm;biological signal transduction;calcium binding protein;calcium channel;calcium metabolism;cell cell interaction;cell differentiation;clathrate;diffusion;electrodes;endoplasmic reticulum;hormone regulation /control mechanism;hydrogen channel;inositol;ion transport;microelectrodes;mitochondria;photolysis;","INTRACELLULAR H+ AND CA++ IN MYXICOLA AXON",n/a,"NINDS","2263545","6-AUG-1996","",5R01NS019194-15,5,R01,NS,019194,15,,Unavailable,"1-MAY-1982","31-AUG-1998","Physiology Study Section (PHY) ",,"1861553","ABERCROMBIE, RONALD F",Not Applicable,"04","PHYSIOLOGY","066469933","US","33.762977","-84.42296","2384501","EMORY UNIVERSITY","ATLANTA","GA","SCHOOLS OF MEDICINE","30322-4250","UNITED STATES", ,"1-SEP-1996","31-AUG-1998","",Research Projects,1996,NINDS,,,182227,
No NIH Category available.,"clonazepam;drug administration rate /duration;drug design /synthesis /production;drug screening /evaluation;hydropathy;transdermal drug delivery;","TRANSDERMAL DELIVERY OF CLONAZEPAM",n/a,"NINDS","2373456","","",N43NS062342-000,,N43,NS,,,,Unavailable,"30-SEP-1996","","",,"3440250","ABRAHAM, WILLIAM ",Not Applicable,"14","Unavailable","","US","37.500312","-122.217389","2330301","CYGNUS, INC.","REDWOOD CITY","CA","Domestic For-Profits","94063-4719","UNITED STATES", ,"30-SEP-1996","31-MAR-1997","",R and D Contracts,1996,NINDS,,,99748,
No NIH Category available.,"","TRANSDERMAL DELIVERY OF CLONAZEPAM",n/a,"NINDS","2371509","","",N43NS063242-000,,N43,NS,,,,Unavailable,"30-SEP-1996","","",,"6347471","ABRAHAM, WILLIAM ",Not Applicable,"14","Unavailable","","US","37.500312","-122.217389","2330301","CYGNUS, INC.","REDWOOD CITY","CA","Domestic For-Profits","94063-4719","UNITED STATES", ,"30-SEP-1996","31-MAR-1997","",R and D Contracts,1996,NINDS,,,99748,
No NIH Category available.,"","STRUCTURE AND PHARMACOLOGY OF CHOLINERGIC PROTEINS",n/a,"NINDS","2268031","15-MAY-1996","",5R29NS029951-05,5,R29,NS,029951,05,,Unavailable,"1-APR-1992","31-MAR-1998","Neurological Sciences Subcommittee 1 (NLS-1) ",,"1922294","ABRAMSON, STEWART N",Not Applicable,"14","PHARMACOLOGY","004514360","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","SCHOOLS OF MEDICINE","15213-2303","UNITED STATES", ,"1-APR-1996","31-MAR-1998","",Research Projects,1996,NINDS,,,105181,
No NIH Category available.,"","MURINE MODEL OF HIV INFECTION OF HUMAN BRAIN",n/a,"NINDS","2272248","5-APR-1996","PA-92--95",5R29NS033429-02,5,R29,NS,033429,02,,Unavailable,"1-MAY-1995","29-FEB-2000","AIDS and Related Research Study Section 7 (ARRG) ",,"1882467","ACHIM, CRISTIAN L",Not Applicable,"14","PATHOLOGY","004514360","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","SCHOOLS OF MEDICINE","15213-2303","UNITED STATES", ,"1-MAY-1996","28-FEB-1997","",Research Projects,1996,NINDS,,,99589,
No NIH Category available.,"","BLOOD BRAIN BARRIER IN RETROVIRAL ENCEPHALITIS",n/a,"NINDS","2274712","25-JUL-1996","RFA-MH-95-003",5R01NS035419-02,5,R01,NS,035419,02,,Unavailable,"30-SEP-1995","31-JUL-1998","Special Emphasis Panel (ZMH1-NRB-R (O2)S)",,"1882467","ACHIM, CRISTIAN L",Not Applicable,"14","PATHOLOGY","004514360","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","SCHOOLS OF MEDICINE","15213-2303","UNITED STATES", ,"1-AUG-1996","31-JUL-1997","",Research Projects,1996,NINDS,,,238761,
No NIH Category available.,"","MOLECULAR MODULATION OF BRAIN CA 2+ CHANNELS",n/a,"NINDS","2273653","18-JUL-1996","",5R01NS034423-02,5,R01,NS,034423,02,,Unavailable,"1-SEP-1995","31-JUL-1999","Neurology B Subcommittee 1 (NEUB-1) ",,"1882489","ADAMS, BRETT A",Not Applicable,"02","PHYSIOLOGY","062761671","US","41.662689","-91.547715","3972901","UNIVERSITY OF IOWA","IOWA CITY","IA","SCHOOLS OF MEDICINE","52242-1320","UNITED STATES", ,"1-AUG-1996","31-JUL-1997","",Research Projects,1996,NINDS,,,96695,
