NIH Spending Categorization,Project Terms,Project Title,Public Health Relevance,Administering  IC,Application ID,Award Notice Date,FOA,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Program Official Information ,Project Start Date,Project End Date,Study Section,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Congressional District,Department,DUNS Number,FIPS,Latitude,Longitude,Organization ID (IPF),Organization Name,Organization City,Organization State,Organization Type,Organization Zip,Organization Country,ARRA Indicator,Budget Start Date,Budget End Date,CFDA Code,Funding Mechanism,FY,Funding IC,FY Direct Costs,FY Indirect Costs,FY Total Cost by IC,FY Total Cost (Sub Projects),
No NIH Category available.,"behavior test;brain derived neurotrophic factor;cell death;cysteine endopeptidases;gene mutation;gene targeting;genetic strain;genetically modified animals;hippocampus;hypoxia neonatorum;laboratory mouse;memory;neuroanatomy;neuroprotectants;postdoctoral investigator;sensorimotor system;","Cell Death and Behavior After Neonatal Hypoxia-Ischemia",n/a,"NINDS","6618044","30-JUL-2003","",5F32NS042500-03,5,F32,NS,042500,03,,"MAMOUNAS, LAURA","1-AUG-2002","","Special Emphasis Panel (ZRG1-MDCN-5 (20)L)",,"6773161","ABEL, REGINA A",Not Applicable,"03","OTHER HEALTH PROFESSIONS","068552207","US","38.647241","-90.300814","9083901","WASHINGTON UNIVERSITY","SAINT LOUIS","MO","SCHOOLS OF MEDICINE","63130-4862","UNITED STATES", ,"1-AUG-2003","31-JUL-2004","853",Training; Individual,2003,NINDS,,,49864,
No NIH Category available.,"dopamine;gene expression;gene mutation;gene targeting;genetic disorder;genetically modified animals;immunocytochemistry;laboratory mouse;neural degeneration;neurogenetics;neurons;neuropathology;parkin gene /protein;Parkinson's disease;polymerase chain reaction;protein structure function;ubiquitin;western blottings;","Genetic Analysis of Familial Parkinson Disease Genes Pa",n/a,"NINDS","6604885","26-JUN-2003","RFA-NS-02-006",5R21NS043744-02,5,R21,NS,043744,02,,Unavailable,"1-JUL-2002","30-JUN-2005","Special Emphasis Panel (ZNS1-SRB-K (03))",,"1925090","ABELIOVICH, ASA ",Not Applicable,"15","PATHOLOGY","621889815","US","40.841253","-73.940404","1833205","COLUMBIA UNIVERSITY HEALTH SCIENCES","NEW YORK","NY","SCHOOLS OF MEDICINE","10032-0049","UNITED STATES", ,"1-JUL-2003","30-JUN-2005","853",Research Projects,2003,NINDS,,,205461,
No NIH Category available.,"apoptosis;autosomal recessive trait;biological signal transduction;cell growth regulation;cellular pathology;clinical research;enzyme activity;gene mutation;HeLa cells;immunocytochemistry;immunoprecipitation;laboratory mouse;ligase;molecular pathology;neural degeneration;neuroprotectants;parkin gene /protein;Parkinson's disease;protein degradation;protein structure function;SDS polyacrylamide gel electrophoresis;ubiquitin;western blottings;yeast two hybrid system;","Molecular and Cellular Analyses of Parkin Function",n/a,"NINDS","6677150","7-JUL-2003","",1R01NS046659-01,1,R01,NS,046659,01,,"SHEEHY, PAUL A","1-JUL-2003","30-JUN-2008","Molecular, Cellular and Developmental Neurosciences 2 (MDCN-2) ",,"1925090","ABELIOVICH, ASA ",Not Applicable,"15","PATHOLOGY","621889815","US","40.841253","-73.940404","1833205","COLUMBIA UNIVERSITY HEALTH SCIENCES","NEW YORK","NY","SCHOOLS OF MEDICINE","10032-0049","UNITED STATES", ,"1-JUL-2003","30-JUN-2004","853",Research Projects,2003,NINDS,,,372438,
No NIH Category available.,"","Anandamide Receptors: Role in Motor Neuron Protection",n/a,"NINDS","6796993","4-SEP-2003","",3R21NS041639-01A2S1,3,R21,NS,041639,01,A2S1,"GWINN, KATRINA","1-DEC-2002","30-NOV-2004","National Institute of Neurological Disorders and Stroke Initial Review Group (NSD) ",,"1877459","ABOOD, MARY E",Not Applicable,"08","Unavailable","071882724","US","37.778865","-122.395704","2819805","CALIFORNIA PACIFIC MED CTR RES INSTITUTE","SAN FRANCISCO","CA","Independent Hospitals","94107-5418","UNITED STATES", ,"1-DEC-2002","30-NOV-2003","853",Research Projects,2003,NINDS,,,80000,
No NIH Category available.,"amyotrophic lateral sclerosis;anandamide;cannabinoid receptor;disease /disorder model;gene targeting;genetically modified animals;glutamate receptor;immunocytochemistry;kainate;laboratory mouse;motor neurons;neuropharmacology;neuroprotectants;neurotoxicology;pathologic process;protein localization;receptor expression;spinal cord;superoxide dismutase;tissue /cell culture;tocopherols;","Anandamide Receptors: Role in Motor Neuron Protection",n/a,"NINDS","6572272","","",1R21NS041639-01A2,1,R21,NS,041639,01,A2,"GWINN, KATRINA","1-DEC-2002","30-NOV-2004","Neurological Sciences and Disorders A (NSD-A) ",,"1877459","ABOOD, MARY E",Not Applicable,"08","Unavailable","071882724","US","37.778865","-122.395704","2819805","CALIFORNIA PACIFIC MED CTR RES INSTITUTE","SAN FRANCISCO","CA","Independent Hospitals","94107-5418","UNITED STATES", ,"1-DEC-2002","30-NOV-2003","853",Research Projects,2003,NINDS,,,184894,
No NIH Category available.,"apoptosis;biological signal transduction;cell cycle;cell growth regulation;clinical research;gene targeting;glioma;hepatocyte growth factor;human tissue;laboratory mouse;microarray technology;neoplasm /cancer genetics;oncogenes;phosphomonoesterases;protein protein interaction;protein tyrosine kinase;tumor suppressor proteins;","Receptor Tyrosine Kinase/PTEN Interactions in Gliomas",n/a,"NINDS","6681292","7-JUL-2003","",1R01NS045209-01A1,1,R01,NS,045209,01,A1,"FINKELSTEIN, ROBERT","15-JUL-2003","30-APR-2007","Special Emphasis Panel (ZRG1-BDCN-4 (01)S)",,"7040201","ABOUNADER, ROGER ",Not Applicable,"07","Unavailable","155342439","US","39.298451","-76.594323","2370003","HUGO W. MOSER RES INST KENNEDY KRIEGER","BALTIMORE","MD","Research Institutes","21205-1832","UNITED STATES", ,"15-JUL-2003","30-APR-2004","853",Research Projects,2003,NINDS,,,227687,
No NIH Category available.,"cell population study;developmental genetics;embryonic stem cell;laboratory mouse;nerve stem cell;neurogenesis;neurogenetics;postdoctoral investigator;prosencephalon;representational difference analysis;tissue /cell culture;transfection;","Differential gene expression in the CNS stem cells",n/a,"NINDS","6622446","","",5F32NS043081-02,5,F32,NS,043081,02,,"CHIU, ARLENE Y","1-FEB-2002","","Molecular, Cellular and Developmental Neurosciences 6 (MDCN-6) ",,"6842199","ABRAMOVA, NATALIA E",Not Applicable,"21","PHARMACOLOGY","190592162","US","42.653127","-73.774154","8455007","ALBANY MEDICAL COLLEGE","ALBANY","NY","SCHOOLS OF MEDICINE","12208-3479","UNITED STATES", ,"1-FEB-2003","31-JAN-2004","853",Training; Individual,2003,NINDS,,,41608,
No NIH Category available.,"biophysics;cell cell interaction;cell line;confocal scanning microscopy;electrophysiology;gap junctions;gene expression;gene mutation;green fluorescent proteins;hereditary motor and sensory neuropathy;immunocytochemistry;immunofluorescence technique;membrane channels;messenger RNA;mutant;neurogenetics;protein structure function;Schwann cells;transfection /expression vector;voltage /patch clamp;voltage gated channel;western blottings;Xenopus oocyte;","Cellular and Biophysical Mechanisms of CMTX",n/a,"NINDS","6647584","8-SEP-2003","",5K08NS002149-05,5,K08,NS,002149,05,,Unavailable,"30-SEP-1999","31-AUG-2005","NST-2 Subcommittee (NST) ",,"1904967","ABRAMS, CHARLES K",Not Applicable,"15","NEUROSCIENCES","110521739","US","40.851026","-73.844361","9433501","YESHIVA UNIVERSITY","BRONX","NY","SCHOOLS OF MEDICINE","10461-1900","UNITED STATES", ,"1-SEP-2003","31-AUG-2005","853",Other Research-Related,2003,NINDS,,,175974,
No NIH Category available.,"apoptosis;cell migration;cerebellum;developmental genetics;developmental neurobiology;embryo /fetus tissue /cell culture;gene mutation;growth factor receptors;laboratory mouse;mammalian embryology;nerve growth factors;neurogenesis;neuronal transport;protein structure function;pyramidal tracts;receptor expression;","NEURONAL MIGRATION AND CEREBELLAR FOLIATION",n/a,"NINDS","6629298","","",5R01NS035900-07,5,R01,NS,035900,07,,"LEBLANC, GABRIELLE G","1-FEB-1997","31-JAN-2005","Special Emphasis Panel (ZRG1-BDCN-5 (01)S)",,"1922023","ACKERMAN, SUSAN L",Not Applicable,"02","Unavailable","042140483","US","44.385065","-68.267533","7096501","JACKSON LABORATORY","BAR HARBOR","ME","Research Institutes","04609-1500","UNITED STATES", ,"1-FEB-2003","31-JAN-2004","853",Research Projects,2003,NINDS,,,330000,
No NIH Category available.,"ataxia;cerebellar Purkinje cell;gene expression;gene mutation;genetic markers;laboratory mouse;molecular cloning;nerve /myelin protein;neural degeneration;neurogenetics;northern blottings;nucleic acid sequence;polymerase chain reaction;","Genetic Control of Purkinje Cell Degeneration",n/a,"NINDS","6655047","28-AUG-2003","",5R01NS042613-03,5,R01,NS,042613,03,,"GWINN, KATRINA","30-SEP-2001","31-AUG-2006","Mammalian Genetics Study Section (MGN) ",,"1922023","ACKERMAN, SUSAN L",Not Applicable,"02","Unavailable","042140483","US","44.385065","-68.267533","7096501","JACKSON LABORATORY","BAR HARBOR","ME","Research Institutes","04609-1500","UNITED STATES", ,"1-SEP-2003","31-AUG-2004","853",Research Projects,2003,NINDS,,,287000,
